GameUID,PitchNo,PitchUID,PlayID,Date,Time,UTCDate,UTCTime,LocalDateTime,UTCDateTime,PitcherTeam,BatterTeam,PitchCall,PlayResult,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,1B_Name,1B_Id,2B_Name,2B_Id,3B_Name,3B_Id,SS_Name,SS_Id,LF_Name,LF_Id,CF_Name,CF_Id,RF_Name,RF_Id,FHC
f33c08e4-f3f5-406d-94d9-11c028960642,11,d8f45ef0-9588-11f0-8eba-7b90a1f8ec28,b64b5a62-93a2-4fb7-bd83-312aa5bd9387,2025-09-19,11:45:43.10,2025-09-19,18:45:43.10,2025-09-19T11:45:43.1030000-07:00,2025-09-19T18:45:43.1030000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,93.15022,73.90901,132.78541,25.7013,87.88575,-56.61141,135.0616,-29.6451,253.46116,-129.33994,313.18622,-26.71889,227.03156,129.78148,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,12,e93e7200-9588-11f0-8eba-7b90a1f8ec28,ee4d4081-e9ae-41d6-9c85-f52e862bc75a,2025-09-19,11:46:10.42,2025-09-19,18:46:10.42,2025-09-19T11:46:10.4290000-07:00,2025-09-19T18:46:10.4290000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,78.97163,67.07405,130.29716,26.43092,87.03986,-55.32226,133.65242,-28.58434,282.36937,-177.36641,302.79844,5.98982,232.29805,130.71143,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,13,f6d76ed0-9588-11f0-8eba-7b90a1f8ec28,d0d7c51d-ad1b-4b59-ac2b-d23269ccd5c5,2025-09-19,11:46:33.23,2025-09-19,18:46:33.23,2025-09-19T11:46:33.2370000-07:00,2025-09-19T18:46:33.2370000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,88.91433,77.44621,130.29627,28.90029,87.51402,-55.8463,133.93838,-29.24386,251.22299,-123.41529,299.53257,3.93712,232.67681,129.7083,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,14,0544d2a0-9589-11f0-8eba-7b90a1f8ec28,60bb7ae5-dfd6-40d6-8e54-a7a6aa552e25,2025-09-19,11:46:57.39,2025-09-19,18:46:57.39,2025-09-19T11:46:57.3980000-07:00,2025-09-19T18:46:57.3980000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,83.14896,65.41943,128.24899,27.87687,88.4445,-57.14605,135.13395,-29.56553,256.78485,-126.46017,296.18044,9.22914,232.21213,128.13269,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,15,22a43390-9589-11f0-8eba-7b90a1f8ec28,1548c672-3502-47ff-a337-6d0e7781694e,2025-09-19,11:47:46.54,2025-09-19,18:47:46.54,2025-09-19T11:47:46.5450000-07:00,2025-09-19T18:47:46.5450000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,96.18903,68.02337,130.51321,27.01642,87.48768,-56.11223,132.39038,-30.47657,245.62923,-124.53374,297.90856,14.94865,261.84138,167.55008,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,16,4763b3e0-9589-11f0-8eba-7b90a1f8ec28,703a8fb6-b0aa-4c01-9f83-b3c05aba0fc9,2025-09-19,11:48:48.14,2025-09-19,18:48:48.14,2025-09-19T11:48:48.1470000-07:00,2025-09-19T18:48:48.1470000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,61.49955,57.80366,137.36449,17.86206,77.8282,-54.43037,139.35847,-28.07927,256.37645,-126.37597,300.60212,-15.62074,261.97904,156.58107,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,17,51e90810-9589-11f0-8eba-7b90a1f8ec28,1b70e934-7001-4f2a-84b6-3bc42e327a10,2025-09-19,11:49:05.98,2025-09-19,18:49:05.98,2025-09-19T11:49:05.9880000-07:00,2025-09-19T18:49:05.9880000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,62.57961,61.71851,137.24215,20.43135,77.78801,-54.4606,,,249.84202,-117.13448,299.18818,-15.46669,260.998,153.55595,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,18,5be1fac0-9589-11f0-8eba-7b90a1f8ec28,32b9b98c-db94-47e8-81c7-02b25dbc086a,2025-09-19,11:49:22.75,2025-09-19,18:49:22.75,2025-09-19T11:49:22.7500000-07:00,2025-09-19T18:49:22.7500000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,79.72741,69.77238,136.6406,28.77786,77.86526,-54.6948,137.29822,-29.24835,347.81487,-210.01409,295.02743,-15.06745,261.32609,153.72669,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,19,6dfbebd0-9589-11f0-8eba-7b90a1f8ec28,811a61e4-fbff-4a29-86f6-ea113af63123,2025-09-19,11:49:52.86,2025-09-19,18:49:52.86,2025-09-19T11:49:52.8660000-07:00,2025-09-19T18:49:52.8660000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,82.20568,75.05719,135.15508,20.96041,74.89345,-50.5042,143.48676,-20.42964,253.70208,-126.31773,287.03136,-16.26438,262.92144,155.57005,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,20,7d0eb760-9589-11f0-8eba-7b90a1f8ec28,f457377f-8985-4cee-86ae-87699eb34b83,2025-09-19,11:50:18.38,2025-09-19,18:50:18.38,2025-09-19T11:50:18.3870000-07:00,2025-09-19T18:50:18.3870000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,64.08429,59.61836,130.53577,26.811,76.33194,-47.9879,135.48321,-23.97958,249.02375,-122.06496,283.80723,-11.62848,238.38174,129.63068,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,21,99e86d90-9589-11f0-8eba-7b90a1f8ec28,0b8439df-1cd6-4954-a4b6-cc494cbf9da4,2025-09-19,11:51:06.81,2025-09-19,18:51:06.81,2025-09-19T11:51:06.8140000-07:00,2025-09-19T18:51:06.8140000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,90.92514,66.02519,131.4535,25.74349,75.08284,-49.7594,134.97465,-27.47187,243.90212,-127.39025,284.61174,-10.1482,255.54991,152.14844,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,22,a5c3b4d0-9589-11f0-8eba-7b90a1f8ec28,0bd61aaf-d44d-4a7c-8b1d-1132a981532c,2025-09-19,11:51:26.67,2025-09-19,18:51:26.67,2025-09-19T11:51:26.6730000-07:00,2025-09-19T18:51:26.6730000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,95.91658,70.07813,132.27736,25.44185,77.09289,-49.1431,136.03122,-28.32613,246.30034,-124.92133,284.38454,-8.59947,255.40738,150.82662,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,23,b0e2ff10-9589-11f0-8eba-7b90a1f8ec28,10460e05-9054-477f-a68b-0bcfcd66a2db,2025-09-19,11:51:45.32,2025-09-19,18:51:45.32,2025-09-19T11:51:45.3260000-07:00,2025-09-19T18:51:45.3260000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,91.1091,69.23583,131.55281,27.46476,75.03954,-48.51849,138.09293,-27.77536,244.80247,-125.34636,286.35688,-9.10743,256.06651,150.5607,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,24,c0d0c150-9589-11f0-8eba-7b90a1f8ec28,d5ea1b4c-f647-4720-b01d-5cddccd8115f,2025-09-19,11:52:12.09,2025-09-19,18:52:12.09,2025-09-19T11:52:12.0930000-07:00,2025-09-19T18:52:12.0930000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,88.95831,68.79675,133.98638,25.39783,75.20576,-49.17564,136.6501,-27.31535,243.39679,-129.76103,284.30512,-10.16113,254.57473,149.85285,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,25,cee86400-9589-11f0-8eba-7b90a1f8ec28,81f1fe33-5a8a-44a6-8e49-89b974269e1c,2025-09-19,11:52:35.56,2025-09-19,18:52:35.56,2025-09-19T11:52:35.5620000-07:00,2025-09-19T18:52:35.5620000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,83.93571,75.55013,131.9609,24.26606,74.51095,-48.84371,136.74733,-26.28937,249.75645,-128.80144,281.7873,-9.86436,259.11874,152.12648,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,26,e88788a0-9589-11f0-8eba-7b90a1f8ec28,501b97b5-cfc5-4065-87d2-e9c2dd085e52,2025-09-19,11:53:18.69,2025-09-19,18:53:18.69,2025-09-19T11:53:18.6900000-07:00,2025-09-19T18:53:18.6900000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,83.91971,72.23483,133.32387,22.16155,74.57458,-49.74843,140.90877,-29.50441,241.61038,-129.60104,299.60909,-15.75677,257.44528,156.58758,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,27,f46ae630-9589-11f0-8eba-7b90a1f8ec28,75c37d24-e407-4ef9-b0a2-8338344d7912,2025-09-19,11:53:38.67,2025-09-19,18:53:38.67,2025-09-19T11:53:38.6770000-07:00,2025-09-19T18:53:38.6770000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,83.56576,75.94948,131.69368,23.47423,73.25219,-50.31368,137.78376,-26.97253,246.62251,-133.23555,301.799,-14.63057,252.87471,153.93683,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,28,ffd47fe0-9589-11f0-8eba-7b90a1f8ec28,173e97ed-44ee-4f07-b6e8-d43af7097cb3,2025-09-19,11:53:57.77,2025-09-19,18:53:57.77,2025-09-19T11:53:57.7700000-07:00,2025-09-19T18:53:57.7700000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,83.99224,73.68676,130.73611,27.68946,74.70467,-51.72383,138.47825,-27.39107,244.06031,-128.55825,300.10357,-17.11359,250.14498,156.40365,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,29,1002cd90-958a-11f0-8eba-7b90a1f8ec28,c6202549-cd8f-437d-a027-fb5b8308781c,2025-09-19,11:54:24.82,2025-09-19,18:54:24.82,2025-09-19T11:54:24.8240000-07:00,2025-09-19T18:54:24.8240000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,62.81414,57.13238,131.81318,25.89839,74.85315,-51.26292,138.2513,-28.60422,245.93001,-129.61635,299.69767,-17.05306,251.52153,158.197,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,30,1b5312e0-958a-11f0-8eba-7b90a1f8ec28,b8032de5-5fc6-4458-8201-89bdce9bb18f,2025-09-19,11:54:43.70,2025-09-19,18:54:43.70,2025-09-19T11:54:43.7050000-07:00,2025-09-19T18:54:43.7050000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,95.57183,68.72493,132.58917,26.54765,75.94339,-50.65051,141.42952,-30.23506,248.68221,-127.89777,301.08925,-17.0873,254.253,154.66924,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,31,24ef8db0-958a-11f0-8eba-7b90a1f8ec28,2275e0fa-6b85-4d14-bec7-d73f345dab25,2025-09-19,11:55:00.04,2025-09-19,18:55:00.04,2025-09-19T11:55:00.0420000-07:00,2025-09-19T18:55:00.0420000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,91.55995,72.55056,131.06259,26.81723,74.16179,-48.84187,139.4237,-28.961,250.82594,-127.87729,300.51257,-19.70249,255.01433,151.79428,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,32,365263c0-958a-11f0-8eba-7b90a1f8ec28,a984b806-844f-4f52-9934-37b34b402696,2025-09-19,11:55:29.23,2025-09-19,18:55:29.23,2025-09-19T11:55:29.2340000-07:00,2025-09-19T18:55:29.2340000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,79.79261,70.71047,130.80778,24.83301,73.96469,-49.64476,138.70729,-27.62987,247.41755,-128.87706,302.49489,-20.47826,246.98515,156.91952,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,33,4f077680-958a-11f0-8eba-7b90a1f8ec28,bef4ea9c-0dc7-4dab-8852-86b57b7afa31,2025-09-19,11:56:10.63,2025-09-19,18:56:10.63,2025-09-19T11:56:10.6360000-07:00,2025-09-19T18:56:10.6360000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,88.47433,64.72342,160.65053,32.90788,81.52825,-56.26291,142.00742,-29.32003,245.82556,-134.49864,296.40905,-16.33135,244.93805,143.30606,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,34,5bf39180-958a-11f0-8eba-7b90a1f8ec28,ce34b3c5-0631-4726-8e2d-381c3ca7b29c,2025-09-19,11:56:32.36,2025-09-19,18:56:32.36,2025-09-19T11:56:32.3630000-07:00,2025-09-19T18:56:32.3630000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,NoShift,79.17985,67.72326,162.56351,29.71921,79.91412,-53.71709,139.68765,-28.18268,245.23087,-128.7038,291.51173,-16.21498,248.21107,143.16646,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,35,7487aec0-958a-11f0-8eba-7b90a1f8ec28,50837d20-e21c-4f4e-af1f-d63558ee159c,2025-09-19,11:57:13.43,2025-09-19,18:57:13.43,2025-09-19T11:57:13.4310000-07:00,2025-09-19T18:57:13.4310000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,RightInfieldShift,66.73866,62.43229,141.33543,39.38222,92.69006,-55.4338,147.71957,34.48184,269.58771,-208.44879,283.59884,57.08752,254.17956,139.64676,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
f33c08e4-f3f5-406d-94d9-11c028960642,36,7a975950-958a-11f0-8eba-7b90a1f8ec28,3d31a781-2182-438d-9df5-b38bec62aae9,2025-09-19,11:57:23.55,2025-09-19,18:57:23.55,2025-09-19T11:57:23.5570000-07:00,2025-09-19T18:57:23.5570000Z,SAN_BAR1,SAN_BAR1,Undefined,Undefined,LeftInfieldShift,142.82087,41.73761,142.05081,-16.30462,84.47661,-60.08223,107.05128,-36.47865,270.18324,-206.82699,267.60135,51.03007,242.16091,136.01211,"Hoye, Jaxson",10877074,"Griffith, Hudson",1000200787,"Kruse, Jacob",10877636,"Fong, Jared",1000371745,"Franco, Dominic",10877067,"Sanchez, Austin",1000475184,"Frankel, Reece",1000202518,true
