PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-09-25,11:54:20.68,,,,,Undefined,SAN_BAR1,"Aguirre, Nicolas",1000371843,Right,SAN_BAR1,Undefined,1,Bottom,0,0,0,Undefined,,Undefined,Undefined,Undefined,Undefined,0,0,,63.53553,-2.365319,-3.226096,2746.781749,,,4.9874,3.07029,21.90986,,,,2.47252,2.33065,55.65972,-5.763569,0.9448,0.428291,68.09645,-2.696025,-27.33011,,,,,51.37698,4.72683,-27.777418,0.479627,-18.09985,25.95147,-3.77501,50,5.34988,6.82223,-95.95916,-2.42672,-15.32882,27.42388,-10.19566,SAN_BAR1,,PershingPark,,,20250925-PershingPark-BP-5,0c0a9fe0-9a41-11f0-873b-d1c5b575a0aa,88.00656,2.25749,,7.87581,,,,2.86722,2.25749,-1.93329,48e94586-6b42-4c9f-9fc3-c3504f6e4792,2025-09-25,18:54:20.68,2025-09-25T11:54:20.6830000-07:00,2025-09-25T18:54:20.6830000Z,GroundBall,v3,,,,,,Undefined,SAN_BAR1,31e482f3-fe07-4e4c-ae4b-4e7728a05851,38.59022,-92.64102,13.71194,4.98163,-3.66034,-5.09783,-3.06176,4.96753,-7.66441,,2.8542,88.79673,,,,,,,,2.25818,-4.70676,,,,,,,,-1.92656,-45.89052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,Low,Low,,,
2,2025-09-25,11:54:44.47,,,,,Undefined,SAN_BAR1,"Aguirre, Nicolas",1000371843,Right,SAN_BAR1,Undefined,1,Bottom,0,0,0,Undefined,,Undefined,Undefined,Undefined,Undefined,0,0,,62.91054,-2.359758,-2.802263,2848.779351,,,4.89075,2.79456,22.10662,,,,2.68738,1.63899,55.092,-4.85749,-0.778499,0.430045,,,,,,,,,,,,-9.58012,30.22691,-3.39564,50,5.27276,5.36586,-95.115,-2.69439,-7.96597,27.02427,-7.04003,SAN_BAR1,,PershingPark,,,20250925-PershingPark-BP-5,1a24b390-9a41-11f0-873b-d1c5b575a0aa,87.64762,,,7.81854,,,,,,,48e94586-6b42-4c9f-9fc3-c3504f6e4792,2025-09-25,18:54:44.47,2025-09-25T11:54:44.4770000-07:00,2025-09-25T18:54:44.4770000Z,,v3,,,,,,Undefined,SAN_BAR1,a01c77e2-62c2-4761-8dba-118ee339872d,38.39357,-91.75812,13.51214,4.88376,-3.56888,-3.52002,-2.79057,4.37635,-3.98298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
3,2025-09-25,11:54:52.86,,,,,Undefined,SAN_BAR1,"Aguirre, Nicolas",1000371843,Right,SAN_BAR1,Undefined,1,Bottom,0,0,0,Undefined,,Undefined,Undefined,Undefined,Undefined,0,0,,64.25065,-2.338496,-3.383367,2768.677727,,,4.93952,2.9986,21.95392,,,,2.70869,1.82809,56.21629,-4.922551,-0.229379,0.42305,,,,,,,,,,,,-14.28812,28.34072,-3.72404,50,5.31274,6.83524,-97.04002,-2.70511,-12.37333,28.06002,-7.63138,SAN_BAR1,,PershingPark,,,20250925-PershingPark-BP-5,1f2251e0-9a41-11f0-873b-d1c5b575a0aa,89.09685,,,8.03436,,,,,,,48e94586-6b42-4c9f-9fc3-c3504f6e4792,2025-09-25,18:54:52.86,2025-09-25T11:54:52.8650000-07:00,2025-09-25T18:54:52.8650000Z,,v3,,,,,,Undefined,SAN_BAR1,1c7d6f86-4f42-4530-8fd9-b63073dc1097,38.54631,-93.66954,14.03001,4.93276,-3.62177,-3.81569,-2.99228,5.349,-6.18666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
4,2025-09-25,11:55:03.14,,,,,Undefined,SAN_BAR1,"Aguirre, Nicolas",1000371843,Right,SAN_BAR1,Undefined,1,Bottom,0,0,0,Undefined,,Undefined,Undefined,Undefined,Undefined,0,0,,62.46526,-2.591916,-3.71306,2844.406515,,,4.96376,3.08595,22.01459,,,,2.4454,1.6437,54.76025,-5.576705,-0.744162,0.434407,,,,,,,,,,,,-13.783,29.02545,-3.88026,50,5.38131,7.1401,-94.28972,-2.88916,-11.28435,26.32942,-8.41046,SAN_BAR1,,PershingPark,,,20250925-PershingPark-BP-5,25470b10-9a41-11f0-873b-d1c5b575a0aa,86.76756,,,7.70502,,,,,,,48e94586-6b42-4c9f-9fc3-c3504f6e4792,2025-09-25,18:55:03.14,2025-09-25T11:55:03.1440000-07:00,2025-09-25T18:55:03.1440000Z,,v3,,,,,,Undefined,SAN_BAR1,77449bed-937a-4554-9bb7-201136db231b,38.48576,-91.01772,13.16471,4.95733,-3.93434,-4.20523,-3.08009,5.73777,-5.64217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
5,2025-09-25,11:55:43.93,,,,,Undefined,SAN_BAR1,"Aguirre, Nicolas",1000371843,Right,SAN_BAR1,Undefined,1,Bottom,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,0,0,,63.52712,-1.057401,0.968987,2407.781627,179.455616,12:00,3.67154,-0.23384,26.52934,-12.88772,12.51575,-0.1128,1.99644,0.30754,59.28531,-4.997912,0.935926,0.362759,,,,,,,,,,,,0.48618,17.5619,0.50657,50,3.72463,-1.64761,-96.08741,1.04837,0.44408,18.07906,-16.13257,SAN_BAR1,,PershingPark,,,20250925-PershingPark-BP-5,3da37680-9a41-11f0-873b-d1c5b575a0aa,103.90498,,,4.24181,,,,,,,48e94586-6b42-4c9f-9fc3-c3504f6e4792,2025-09-25,18:55:43.93,2025-09-25T11:55:43.9300000-07:00,2025-09-25T18:55:43.9300000Z,,v3,,,,,,Undefined,SAN_BAR1,be4f1ec5-d736-43bb-b215-1813028d9976,33.97766,-93.02393,9.03953,3.67067,-1.68528,-8.06629,0.23376,-1.57236,0.22204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-09-25,11:55:50.85,,,,,Undefined,SAN_BAR1,"Aguirre, Nicolas",1000371843,Right,SAN_BAR1,Undefined,1,Bottom,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,0,0,,63.09526,0.181294,0.238665,2146.181554,212.969896,1:00,3.71603,-0.03881,,-17.39375,13.01694,7.97634,2.3787,0.77352,59.05784,-4.677114,2.388393,0.396903,89.37487,12.705591,11.837247,914.979142,107.10482,18.2847,25.07078,241.01706,235.56461,15.905125,2.401526,-9.08,15.2065,0.02209,50,3.4892,0.7026,-94.67808,2.91246,-8.15107,15.9413,-18.52325,SAN_BAR1,,PershingPark,,,20250925-PershingPark-BP-5,41c4be90-9a41-11f0-873b-d1c5b575a0aa,94.96632,18.77048,,4.03742,,,,3.3,2.4839,-0.66929,48e94586-6b42-4c9f-9fc3-c3504f6e4792,2025-09-25,18:55:50.85,2025-09-25T11:55:50.8560000-07:00,2025-09-25T18:55:50.8560000Z,LineDrive,v3,,,,,,Undefined,SAN_BAR1,224b72bc-840b-4d0b-babc-a52a6a1200a3,36.85692,-92.43865,7.97065,3.71557,0.31032,-9.26163,0.04036,-0.44246,-4.07553,217.788922,3.29999,125.15434,-18.8925,3.90879,-0.67155,0.04051,0.02596,-0.00931,0.00105,2.4839,28.83018,-12.92583,0.14976,-0.10752,0.17465,-0.0961,0.02543,-0.00262,-0.66929,26.23066,1.86707,-0.86845,0.12508,0.0925,-0.0683,0.01894,-0.00198,,,,,,,,,,,,,,,,,,,,,,,Medium,High,Medium,High,High,,,
7,2025-09-25,11:55:57.08,,,,,Undefined,SAN_BAR1,"Aguirre, Nicolas",1000371843,Right,SAN_BAR1,Undefined,1,Bottom,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,0,0,,62.96593,1.179821,-0.390904,2083.811804,223.413314,1:30,3.48455,0.12141,23.31323,-23.4569,7.48134,6.44587,2.26671,0.41445,59.29802,-5.237631,1.331258,0.400331,,,,,,,,,,,,-7.36532,8.43264,-0.26271,50,2.99542,1.49275,-94.2153,5.25564,-6.6167,14.38522,-24.5985,SAN_BAR1,,PershingPark,,,20250925-PershingPark-BP-5,45796220-9a41-11f0-873b-d1c5b575a0aa,94.15317,,,3.66791,,,,,,,48e94586-6b42-4c9f-9fc3-c3504f6e4792,2025-09-25,18:55:57.08,2025-09-25T11:55:57.0860000-07:00,2025-09-25T18:55:57.0860000Z,,v3,,,,,,Undefined,SAN_BAR1,79c284d4-0da1-4eaa-a6f9-e65bbb24af90,37.19433,-92.23935,7.19261,3.48527,1.8768,-12.29925,-0.12009,0.58388,-3.30835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,High,Medium,,,,,
8,2025-09-25,11:56:04.70,,,,,Undefined,SAN_BAR1,"Aguirre, Nicolas",1000371843,Right,SAN_BAR1,Undefined,1,Bottom,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,0,0,,62.78266,0.670993,-0.048916,2078.029537,217.516301,1:15,3.57468,0.06095,26.04866,-18.66792,7.81914,5.57445,2.40603,0.49727,59.21219,-4.86594,1.5632,0.370415,90.98012,17.387165,-0.338554,1740.373131,109.83065,28.2623,-6.09469,301.144,301.144,-7.632508,3.266033,-7.33433,10.4089,-0.15758,50,3.08035,1.13646,-94.50233,4.86861,-6.59894,15.08478,-22.80885,SAN_BAR1,,PershingPark,,,20250925-PershingPark-BP-5,4a0727a0-9a41-11f0-873b-d1c5b575a0aa,101.75732,32.59285,,3.57047,,,,2.64783,2.50847,-0.46432,48e94586-6b42-4c9f-9fc3-c3504f6e4792,2025-09-25,18:56:04.70,2025-09-25T11:56:04.7010000-07:00,2025-09-25T18:56:04.7010000Z,LineDrive,v3,,,,,,Undefined,SAN_BAR1,e818d50c-f2b4-414d-8a80-1adc6e4a59f4,34.45913,-91.9882,7.54239,3.57499,1.06713,-11.40443,-0.05983,0.03664,-3.29947,137.909769,2.64753,127.34848,-18.1061,3.55244,-0.79803,0.2041,-0.04873,0.00729,-0.00043,2.50878,39.86321,-13.73312,0.22369,0.1589,-0.07872,0.02092,-0.00192,-5E-05,-0.46449,-0.7453,-7.10767,2.21015,-0.59729,0.12964,-0.02066,0.00177,-3E-05,,,,,,,,,,,,,,,,,,,,,,,Medium,High,Medium,Medium,Medium,,,
9,2025-09-25,11:56:11.69,,,,,Undefined,SAN_BAR1,"Aguirre, Nicolas",1000371843,Right,SAN_BAR1,Undefined,1,Bottom,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,0,0,,62.53486,0.975534,0.871664,2058.619533,195.923829,12:30,3.59745,-0.07336,23.38428,-19.40981,11.88851,3.1952,2.5881,0.73621,58.74556,-4.383261,1.7261,0.402654,81.56806,43.455585,0.399339,,109.77895,89.30188,-6.97008,264.84034,245.23956,-7.28356,5.22758,-3.35918,13.49398,0.24221,50,3.18345,-1.00316,-93.60663,4.38278,-2.97164,14.52104,-20.23682,SAN_BAR1,,PershingPark,,,20250925-PershingPark-BP-5,4e2f4d80-9a41-11f0-873b-d1c5b575a0aa,93.61004,99.63793,,3.78929,,,,3.22703,2.82936,-0.6638,48e94586-6b42-4c9f-9fc3-c3504f6e4792,2025-09-25,18:56:11.69,2025-09-25T11:56:11.6970000-07:00,2025-09-25T18:56:11.6970000Z,FlyBall,v3,,,,,,Undefined,SAN_BAR1,50912ce3-a91c-42ed-9cd7-3345ac68a895,37.12277,-91.58723,7.26052,3.59727,1.56849,-10.11841,0.07397,-1.41642,-1.48582,165.415273,3.23122,86.74935,-20.00772,5.19687,-0.78888,0.01609,0.01779,-0.00283,0.00014,2.82695,82.3242,-19.66531,0.96272,0.07821,-0.09591,0.03143,-0.00475,0.00027,-0.66316,0.59065,-4.21162,1.26537,-0.2436,0.02396,0.00066,-0.00037,2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
10,2025-09-25,11:56:18.57,,,,,Undefined,SAN_BAR1,"Aguirre, Nicolas",1000371843,Right,SAN_BAR1,Undefined,1,Bottom,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,0,0,,63.1273,-0.136521,-0.945519,2061.50829,225.963422,1:30,3.59496,0.20669,26.31936,-16.57418,9.03174,8.8263,2.13567,0.40131,59.93377,-5.08509,1.628253,0.364202,,,,,,,,,,,,-12.08414,12.4365,-0.61033,50,3.33608,3.33417,-94.85731,3.28858,-11.05877,13.91116,-20.79281,SAN_BAR1,,PershingPark,,,20250925-PershingPark-BP-5,5242d9f0-9a41-11f0-873b-d1c5b575a0aa,103.49335,,,3.19353,,,,,,,48e94586-6b42-4c9f-9fc3-c3504f6e4792,2025-09-25,18:56:18.57,2025-09-25T11:56:18.5770000-07:00,2025-09-25T18:56:18.5770000Z,,v3,,,,,,Undefined,SAN_BAR1,e4cffd96-3103-4679-82a7-f540f036eb9b,34.18908,-92.50953,6.95558,3.59497,-0.22062,-10.39641,-0.20512,1.46778,-5.52939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,High,Medium,,,,,
