PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2024-05-03,14:03:14.59,1,1,"Villar, Jake",1000322719,Left,SAN_BAR1,"Luna, Greg",1000216766,Right,MT._SAN,Undefined,1,Top,0,0,0,Slider,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.36846,0.8729,2.522711,1811.356276,,,5.9096,-2.62971,4.9143,,,,2.30294,-0.1315,69.58975,-8.737789,2.757885,0.510338,,,,,,,,,,,,0.12173,-1.23567,2.382,50,5.95036,-4.92639,-110.58956,-0.19456,0.1491,21.74665,-33.68748,SAN_BAR1,MT._SAN,PershingPark,JUCO,NJCAA,20240503-PershingPark-1,8fb1a7a0-0990-11ef-95db-3b5331bac6f1,73.85777,,,6.77871,,,,,,,c45166ee-020c-426d-8ba0-5bfd01014e93,2024-05-03,21:03:14.59,2024-05-03T14:03:14.5950858-07:00,2024-05-03T21:03:14.5950858Z,,v3,,,,"Gamberdella, Vince",1000322761,Right,SAN_BAR1,828369b3-0719-409f-8c9e-e9fb9d43b680,55.58774,-111.68294,10.87333,5.91756,1.49919,-16.84374,2.62988,-4.93389,0.07455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
2,2024-05-03,14:03:29.31,1,2,"Villar, Jake",1000322719,Left,SAN_BAR1,"Luna, Greg",1000216766,Right,MT._SAN,Undefined,1,Top,0,0,1,Slider,,InPlay,Undefined,Popup,Out,1,0,,79.91562,1.006841,1.453956,2064.189988,,,5.7027,-2.57059,4.85713,,,,3.02351,-0.40797,73.46936,-6.872275,3.114063,0.484933,68.08036,49.232788,6.376691,,102.26455,81.41965,40.52095,168.33797,99.77489,26.661745,4.924634,-4.30886,0.94697,2.41845,50,5.76462,-3.334,-115.95423,0.44299,-5.87585,21.35702,-30.88268,SAN_BAR1,MT._SAN,PershingPark,JUCO,NJCAA,20240503-PershingPark-1,98743d30-0990-11ef-95db-3b5331bac6f1,77.72711,83.19531,,6.44626,,,,2.64087,3.30258,0.48385,c45166ee-020c-426d-8ba0-5bfd01014e93,2024-05-03,21:03:29.31,2024-05-03T14:03:29.3194378-07:00,2024-05-03T21:03:29.3194378Z,Popup,v3,,,,"Gamberdella, Vince",1000322761,Right,SAN_BAR1,778b309c-dd94-4d0c-a4f6-a169aa327a7d,55.64699,-116.98969,10.67851,5.70684,1.9403,-15.44134,2.57319,-3.04911,-2.93792,,2.63942,64.79338,-17.88035,4.18239,-0.28519,-0.29287,0.12457,-0.01985,0.00115,3.28991,75.90129,-21.88219,3.50996,-1.75751,0.69972,-0.15222,0.01649,-0.00071,0.47967,7.35065,6.65561,-1.96263,-0.15151,0.33428,-0.11152,0.01593,-0.00085,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,High,Low,,,
3,2024-05-03,14:04:07.41,2,1,"Villar, Jake",1000322719,Left,SAN_BAR1,"Rodriguez, Juni",1000330744,Left,MT._SAN,Undefined,1,Top,1,0,0,FourSeamFastBall,,BallCalled,Undefined,Undefined,Undefined,0,0,,86.92438,-4.115871,3.531,2508.412534,,,6.04323,-2.58582,5.51745,,,,0.96915,0.64878,80.08407,-6.860975,3.379016,0.441006,,,,,,,,,,,,1.3476,13.08257,2.27837,50,5.67396,-7.72461,-125.76498,-9.48497,2.17344,23.83389,-11.07408,SAN_BAR1,MT._SAN,PershingPark,JUCO,NJCAA,20240503-PershingPark-1,af214af0-0990-11ef-95db-3b5331bac6f1,85.46925,,,6.84031,,,,,,,c45166ee-020c-426d-8ba0-5bfd01014e93,2024-05-03,21:04:07.41,2024-05-03T14:04:07.4166922-07:00,2024-05-03T21:04:07.4166922Z,,v3,,,,"Gamberdella, Vince",1000322761,Right,SAN_BAR1,676ee407-e027-4037-b0a1-a577a08ec442,54.98541,-126.70625,11.91695,6.03991,-9.04763,-5.53704,2.58513,-7.81044,1.08672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
4,2024-05-03,14:04:23.09,2,2,"Villar, Jake",1000322719,Left,SAN_BAR1,"Rodriguez, Juni",1000330744,Left,MT._SAN,Undefined,1,Top,1,1,0,FourSeamFastBall,,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,86.34506,-2.542166,3.321777,2493.777757,,,5.70895,-2.81405,5.54519,,,,1.70208,0.49656,79.75934,-6.171865,3.754,0.442532,,,,,,,,,,,,-0.39728,10.25225,2.52423,50,5.47537,-7.36677,-125.16853,-6.18256,-0.63615,23.06479,-15.75803,SAN_BAR1,MT._SAN,PershingPark,JUCO,NJCAA,20240503-PershingPark-1,b879b7e0-0990-11ef-95db-3b5331bac6f1,85.17444,,,6.58572,,,,,,,c45166ee-020c-426d-8ba0-5bfd01014e93,2024-05-03,21:04:23.09,2024-05-03T14:04:23.0971018-07:00,2024-05-03T21:04:23.0971018Z,,v3,,,,"Gamberdella, Vince",1000322761,Right,SAN_BAR1,23b44b81-c948-437f-8c52-a82f6597d5c3,54.95696,-126.07864,11.5324,5.70706,-5.56077,-7.87902,2.81442,-7.34167,-0.31808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
5,2024-05-03,14:04:40.76,2,3,"Villar, Jake",1000322719,Left,SAN_BAR1,"Rodriguez, Juni",1000330744,Left,MT._SAN,Undefined,1,Top,1,1,1,Slider,,InPlay,Undefined,Popup,Out,1,0,,81.17742,-0.507076,1.540635,2219.34684,,,5.84916,-2.7115,4.9666,,,,2.16019,0.24576,74.03506,-7.50549,4.718234,0.47911,65.32078,61.259086,-30.512809,4963.480781,,,,,45.19217,,,-8.50595,3.43193,2.54666,50,5.76869,-3.92577,-117.65582,-2.43179,-11.8001,24.47303,-27.41303,SAN_BAR1,MT._SAN,PershingPark,JUCO,NJCAA,20240503-PershingPark-1,c3028e80-0990-11ef-95db-3b5331bac6f1,78.67184,78.08001,,7.14236,,,,1.99135,2.27249,-0.15321,c45166ee-020c-426d-8ba0-5bfd01014e93,2024-05-03,21:04:40.76,2024-05-03T14:04:40.7679114-07:00,2024-05-03T21:04:40.7679114Z,,v3,,,,"Gamberdella, Vince",1000322761,Right,SAN_BAR1,c10bbef2-75d7-4dd0-aed9-8a62266fbd55,55.53576,-118.80171,12.23652,5.8525,-1.14824,-13.70652,2.71754,-3.37326,-5.90005,,1.99135,39.68755,-13.8892,4.00292,-0.90746,0.17041,-0.01737,-0.00356,0.00117,2.27249,84.00092,-22.41298,1.80198,-0.18047,-0.0238,0.02107,-0.00753,0.00125,-0.15321,-23.38972,5.39331,-2.10086,0.58382,-0.13661,0.02556,-0.00257,-2E-05,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,Medium,Low,,,
6,2024-05-03,14:05:14.60,3,1,"Villar, Jake",1000322719,Left,SAN_BAR1,"Smith, Christian",1000093000,Right,MT._SAN,Undefined,1,Top,2,0,0,FourSeamFastBall,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.39995,-1.526067,1.69298,2297.163333,,,5.87154,-2.85182,5.07288,,,,2.0065,-1.59041,79.8387,-6.826256,0.981584,0.44545,,,,,,,,,,,,2.43732,5.29559,2.69449,50,5.70367,-3.52915,-125.41282,-4.43185,3.9168,23.22202,-23.66392,SAN_BAR1,MT._SAN,PershingPark,JUCO,NJCAA,20240503-PershingPark-1,d7298da0-0990-11ef-95db-3b5331bac6f1,84.61651,,,6.56125,,,,,,,c45166ee-020c-426d-8ba0-5bfd01014e93,2024-05-03,21:05:14.60,2024-05-03T14:05:14.6053258-07:00,2024-05-03T21:05:14.6053258Z,,v3,,,,"Gamberdella, Vince",1000322761,Right,SAN_BAR1,a1f04ecd-a6fe-4163-a4e2-4eb1d5c71c55,55.42996,-126.41426,11.61101,5.87279,-3.41136,-11.83196,2.85033,-3.69805,1.9584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
7,2024-05-03,14:05:26.21,3,2,"Villar, Jake",1000322719,Left,SAN_BAR1,"Smith, Christian",1000093000,Right,MT._SAN,Undefined,1,Top,2,0,1,ChangeUp,,InPlay,Undefined,GroundBall,Error,0,0,,81.66616,-0.771591,2.872059,1878.787383,,,5.5653,-2.85747,5.27221,,,,2.51594,-0.76731,75.10114,-5.913406,1.575428,0.470495,,,,,,,,,,,,4.46079,8.0313,2.60047,50,5.47439,-5.64808,-118.47136,-2.52215,6.37315,21.51909,-20.69966,SAN_BAR1,MT._SAN,PershingPark,JUCO,NJCAA,20240503-PershingPark-1,de169fe0-0990-11ef-95db-3b5331bac6f1,80.11236,,,6.56502,,,,,,,c45166ee-020c-426d-8ba0-5bfd01014e93,2024-05-03,21:05:26.21,2024-05-03T14:05:26.2147210-07:00,2024-05-03T21:05:26.2147210Z,,v3,,,,"Gamberdella, Vince",1000322761,Right,SAN_BAR1,d9d19549-bceb-4586-afcc-0ebd06d2adfe,55.23089,-119.41771,10.75955,5.56529,-1.61183,-10.34983,2.85502,-5.92835,3.18658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
8,2024-05-03,14:06:30.14,4,1,"Villar, Jake",1000322719,Left,SAN_BAR1,"Sargent, Austin",1000216725,Right,MT._SAN,Undefined,1,Top,2,0,0,ChangeUp,,BallCalled,Undefined,Undefined,Undefined,0,0,,80.70861,-1.896993,2.657272,1870.872631,,,5.56146,-3.11239,5.11974,,,,1.21752,-1.13498,74.49064,-7.495717,1.537906,0.477383,,,,,,,,,,,,3.8502,7.53953,2.86742,50,5.35913,-5.16996,-117.01877,-4.92631,5.37525,20.66582,-21.64816,SAN_BAR1,MT._SAN,PershingPark,JUCO,NJCAA,20240503-PershingPark-1,043ba3a0-0991-11ef-95db-3b5331bac6f1,78.95646,,,6.21797,,,,,,,c45166ee-020c-426d-8ba0-5bfd01014e93,2024-05-03,21:06:30.14,2024-05-03T14:06:30.1404810-07:00,2024-05-03T21:06:30.1404810Z,,v3,,,,"Gamberdella, Vince",1000322761,Right,SAN_BAR1,7ea2b9b9-6dd7-4eb5-bed0-fec07d3ba7d1,55.3822,-117.96545,10.33291,5.56208,-3.93463,-10.82408,3.10989,-5.4162,2.68763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
9,2024-05-03,14:06:45.81,4,2,"Villar, Jake",1000322719,Left,SAN_BAR1,"Sargent, Austin",1000216725,Right,MT._SAN,Undefined,1,Top,2,1,0,FourSeamFastBall,,BallCalled,Undefined,Undefined,Undefined,0,0,,85.76009,-2.627846,3.081748,2243.134831,,,5.66561,-2.95309,5.74044,,,,0.88365,-0.27887,79.74233,-7.756475,2.65657,0.442888,,,,,,,,,,,,1.97252,6.00469,2.69786,50,5.42902,-6.60734,-124.46237,-6.65303,3.13383,21.97565,-22.63407,SAN_BAR1,MT._SAN,PershingPark,JUCO,NJCAA,20240503-PershingPark-1,0d86a310-0991-11ef-95db-3b5331bac6f1,85.10604,,,6.01775,,,,,,,c45166ee-020c-426d-8ba0-5bfd01014e93,2024-05-03,21:06:45.81,2024-05-03T14:06:45.8114698-07:00,2024-05-03T21:06:45.8114698Z,,v3,,,,"Gamberdella, Vince",1000322761,Right,SAN_BAR1,769f13a9-866c-415f-b653-cefeceed7666,54.76405,-125.30071,10.98783,5.66635,-5.78957,-11.31703,2.9522,-6.72689,1.56691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
10,2024-05-03,14:07:18.33,4,3,"Villar, Jake",1000322719,Left,SAN_BAR1,"Sargent, Austin",1000216725,Right,MT._SAN,Undefined,1,Top,2,2,0,FourSeamFastBall,,InPlay,Undefined,GroundBall,Error,0,0,,86.54394,-3.383507,2.913799,2227.625975,,,6.03679,-2.78719,5.59507,,,,1.69565,-0.26941,78.80775,-6.090747,2.475316,0.444093,,,,,,,,,,,,2.10173,13.53855,2.53871,50,5.73717,-6.27173,-125.25412,-7.78591,3.32358,26.38297,-10.76495,SAN_BAR1,MT._SAN,PershingPark,JUCO,NJCAA,20240503-PershingPark-1,20edad90-0991-11ef-95db-3b5331bac6f1,84.8751,,,7.73619,,,,,,,c45166ee-020c-426d-8ba0-5bfd01014e93,2024-05-03,21:07:18.33,2024-05-03T14:07:18.3329418-07:00,2024-05-03T21:07:18.3329418Z,,v3,,,,"Gamberdella, Vince",1000322761,Right,SAN_BAR1,59ff357f-e942-4497-8eb0-faad9aaa93a5,54.90604,-126.28328,13.19149,6.0327,-7.36598,-5.38248,2.78589,-6.40137,1.66179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Low,Low,,,,,
