PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-04-29,14:05:06.57,1,1,"Guerrero, Halen Jaden",1000322720,Right,SAN_BAR1,"Knudson, Ranger",1000371845,Right,SAN_BAR1,Undefined,1,Top,0,0,0,Slider,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,73.29353,2.067065,-1.587246,2248.243951,53.96851,7:45,5.6541,2.01696,3.88526,-70.45417,-12.80827,-20.65844,1.7763,-1.23437,66.06204,-10.403948,-5.163616,0.546456,,,,,,,,,,,,9.40335,-6.47689,-1.80751,50,5.81172,3.80437,-105.83532,1.13367,10.35869,22.90384,-39.30896,SAN_BAR1,SAN_BAR1,PershingPark,TeamExclusive,Team,20250429-PershingPark-Private-1,a10dbbf0-253d-11f0-b1a7-db8f7e77066a,68.97611,,,7.23149,,,,,,,526931a2-70ea-4e3e-8606-04b28f6bdf15,2025-04-29,21:05:06.57,2025-04-29T14:05:06.5758208-07:00,2025-04-29T21:05:06.5758208Z,,v3,,,,"Kakuk, Ryan",1000261681,Right,SAN_BAR1,f24baaf9-7d8b-4e3a-9006-29f2c8f2cd30,56.61975,-107.25834,11.45192,5.66542,3.57594,-19.65448,-2.02388,3.16079,5.17935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-04-29,14:05:46.18,2,1,"Guerrero, Halen Jaden",1000322720,Right,SAN_BAR1,"Putnam, Nick",1000272908,Right,SAN_BAR1,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.31695,-3.851141,-3.104488,2129.957172,211.075226,1:00,6.21786,1.35576,4.73201,-20.58576,19.03395,10.47205,0.83761,-0.71993,77.78466,-7.702068,-1.26759,0.45303,,,,,,,,,,,,-6.22524,11.15516,-1.05229,50,5.8115,6.31356,-125.73234,-9.18532,-9.69197,32.00609,-14.80671,SAN_BAR1,SAN_BAR1,PershingPark,TeamExclusive,Team,20250429-PershingPark-Private-1,b8a06ec0-253d-11f0-b1a7-db8f7e77066a,83.20077,,,9.53228,,,,,,,526931a2-70ea-4e3e-8606-04b28f6bdf15,2025-04-29,21:05:46.18,2025-04-29T14:05:46.1876224-07:00,2025-04-29T21:05:46.1876224Z,,v3,,,,"Kakuk, Ryan",1000261681,Right,SAN_BAR1,007a9f8a-0bd4-4c24-b879-522429e0e531,55.76413,-127.19118,16.00305,6.21479,-8.51043,-7.40336,-1.35013,6.75533,-4.84598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-04-29,14:05:59.20,2,2,"Guerrero, Halen Jaden",1000322720,Right,SAN_BAR1,"Putnam, Nick",1000272908,Right,SAN_BAR1,Undefined,1,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.82222,-0.238644,-3.060274,2137.158924,261.621859,2:45,5.83818,1.69926,4.76302,-35.53506,4.40059,18.6569,2.65031,0.34937,77.10268,-6.74293,0.217368,0.454833,,,,,,,,,,,,-10.32997,2.67264,-1.40974,50,5.7835,5.81988,-125.34754,-1.92635,-15.92037,32.72461,-28.05499,SAN_BAR1,SAN_BAR1,PershingPark,TeamExclusive,Team,20250429-PershingPark-Private-1,c05e6590-253d-11f0-b1a7-db8f7e77066a,82.87097,,,9.71955,,,,,,,526931a2-70ea-4e3e-8606-04b28f6bdf15,2025-04-29,21:05:59.20,2025-04-29T14:05:59.2034304-07:00,2025-04-29T21:05:59.2034304Z,,v3,,,,"Kakuk, Ryan",1000261681,Right,SAN_BAR1,b0211a52-e951-4424-a8be-053b4a02fac7,55.73627,-126.83628,16.3623,5.84211,-0.65005,-14.0275,-1.69098,6.54414,-7.96019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-04-29,14:06:16.45,2,3,"Guerrero, Halen Jaden",1000322720,Right,SAN_BAR1,"Putnam, Nick",1000272908,Right,SAN_BAR1,Undefined,1,Top,0,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.69099,-0.412782,-3.844793,1735.156858,265.666879,2:45,5.50881,1.75961,4.3399,-46.52766,3.41693,20.82733,1.23615,-0.18448,70.33601,-8.773652,-0.214802,0.508646,,,,,,,,,,,,-11.28394,2.3065,-1.36746,50,5.41793,6.62277,-112.2088,-2.57371,-14.18193,22.99744,-29.27517,SAN_BAR1,SAN_BAR1,PershingPark,TeamExclusive,Team,20250429-PershingPark-Private-1,ca9376e0-253d-11f0-b1a7-db8f7e77066a,74.10347,,,7.35498,,,,,,,526931a2-70ea-4e3e-8606-04b28f6bdf15,2025-04-29,21:06:16.45,2025-04-29T14:06:16.4521472-07:00,2025-04-29T21:06:16.4521472Z,,v3,,,,"Kakuk, Ryan",1000261681,Right,SAN_BAR1,95c5f091-8812-48eb-8c97-7a862bf160f0,56.16125,-113.46453,11.49872,5.51482,-0.97519,-14.63759,-1.75023,7.39715,-7.09096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-04-29,14:07:01.66,2,4,"Guerrero, Halen Jaden",1000322720,Right,SAN_BAR1,"Ide, Cole",1000364961,Left,SAN_BAR1,Undefined,1,Top,0,0,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,73.91129,2.949133,0.663268,2138.851976,58.991169,8:00,5.57989,2.03788,3.56371,-66.75866,-10.59619,-20.69143,2.87761,0.95645,67.55092,-8.791995,-2.898156,0.53938,,,,,,,,,,,,9.89957,-5.2978,-2.0903,50,5.85343,-0.30848,-106.91095,2.80581,11.39608,19.35845,-38.27272,SAN_BAR1,SAN_BAR1,PershingPark,TeamExclusive,Team,20250429-PershingPark-Private-1,e58d97a0-253d-11f0-b1a7-db8f7e77066a,69.8811,,,6.36038,,,,,,,526931a2-70ea-4e3e-8606-04b28f6bdf15,2025-04-29,21:07:01.66,2025-04-29T14:07:01.6671232-07:00,2025-04-29T21:07:01.6671232Z,,v3,,,,"Kakuk, Ryan",1000261681,Right,SAN_BAR1,395bfc91-92ed-498e-b63d-65645ecbfcba,56.94224,-108.16069,9.67923,5.59254,5.2766,-19.13636,-2.04663,-1.04419,5.69804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
6,2025-04-29,14:07:20.92,2,5,"Guerrero, Halen Jaden",1000322720,Right,SAN_BAR1,"Ide, Cole",1000364961,Left,SAN_BAR1,Undefined,1,Top,0,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,76.02522,-1.732469,-3.781066,1721.798935,260.99295,2:45,5.49989,1.96472,4.31123,-46.32617,5.58992,23.77375,-0.0212,0.32545,69.48072,-10.014877,0.365195,0.518588,,,,,,,,,,,,-12.81013,3.65343,-1.5813,50,5.26522,6.27129,-109.87832,-5.03084,-15.52596,21.03565,-27.74606,SAN_BAR1,SAN_BAR1,PershingPark,TeamExclusive,Team,20250429-PershingPark-Private-1,f11fef00-253d-11f0-b1a7-db8f7e77066a,72.68283,,,6.54449,,,,,,,526931a2-70ea-4e3e-8606-04b28f6bdf15,2025-04-29,21:07:20.92,2025-04-29T14:07:20.9259520-07:00,2025-04-29T21:07:20.9259520Z,,v3,,,,"Kakuk, Ryan",1000261681,Right,SAN_BAR1,1d5d6d55-0ff6-46eb-a241-142eb93cc2bc,56.19307,-111.05762,10.51783,5.50366,-3.47533,-13.87303,-1.95728,7.14171,-7.76298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
7,2025-04-29,14:07:41.68,2,6,"Guerrero, Halen Jaden",1000322720,Right,SAN_BAR1,"Camberg, Aidan",10311235,Left,SAN_BAR1,Undefined,1,Top,0,1,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.79049,-1.098519,-3.791816,1761.627481,258.128649,2:30,5.5473,1.75227,4.26152,-41.93361,6.19303,21.84525,0.99912,-0.06134,72.15079,-8.60604,0.010359,0.499303,,,,,,,,,,,,-11.68788,3.72583,-1.36245,50,5.38432,6.59131,-113.95462,-3.80031,-15.33708,21.34358,-27.28495,SAN_BAR1,SAN_BAR1,PershingPark,TeamExclusive,Team,20250429-PershingPark-Private-1,fd7ebe20-253d-11f0-b1a7-db8f7e77066a,75.4901,,,6.6397,,,,,,,526931a2-70ea-4e3e-8606-04b28f6bdf15,2025-04-29,21:07:41.68,2025-04-29T14:07:41.6875008-07:00,2025-04-29T21:07:41.6875008Z,,v3,,,,"Kakuk, Ryan",1000261681,Right,SAN_BAR1,a0fd4091-fbfd-4b0c-a1fa-88a575975147,56.24212,-115.11783,10.67179,5.55092,-2.31331,-13.64247,-1.74445,7.42717,-7.66854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
8,2025-04-29,14:08:24.18,3,1,"Guerrero, Halen Jaden",1000322720,Right,SAN_BAR1,"Camberg, Aidan",10311235,Left,SAN_BAR1,Undefined,1,Top,0,1,2,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,0,0,,77.73186,-0.962881,-3.424567,1613.170964,255.911435,2:30,5.54054,1.89434,4.34027,-41.96305,7.33969,22.67155,1.12174,0.50715,71.13622,-8.496805,0.528941,0.505367,,,,,,,,,,,,-11.98178,4.28725,-1.54965,50,5.39487,5.74529,-112.46783,-3.4667,-15.30285,20.944,-26.69849,SAN_BAR1,SAN_BAR1,PershingPark,TeamExclusive,Team,20250429-PershingPark-Private-1,16d56810-253e-11f0-b1a7-db8f7e77066a,74.58429,,,6.59564,,,,,,,526931a2-70ea-4e3e-8606-04b28f6bdf15,2025-04-29,21:08:24.18,2025-04-29T14:08:24.1875968-07:00,2025-04-29T21:08:24.1875968Z,,v3,,,,"Kakuk, Ryan",1000261681,Right,SAN_BAR1,22e6ab6c-38a9-4543-a19e-de989b22b4bc,56.16275,-113.60968,10.472,5.5442,-2.01113,-13.34925,-1.88562,6.57959,-7.65143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-04-29,14:08:41.82,3,2,"Guerrero, Halen Jaden",1000322720,Right,SAN_BAR1,"Camberg, Aidan",10311235,Left,SAN_BAR1,Undefined,1,Top,0,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.55315,1.320561,1.256596,2192.234421,47.956339,7:30,5.41895,2.19635,4.07678,-67.15842,-14.49942,-17.97517,1.09097,1.90521,69.40596,-10.546361,-1.874003,0.522285,,,,,,,,,,,,8.98922,-6.8478,-2.31651,50,5.49333,-1.61841,-109.48938,-0.12956,10.84027,20.51881,-40.43193,SAN_BAR1,SAN_BAR1,PershingPark,TeamExclusive,Team,20250429-PershingPark-Private-1,214119c0-253e-11f0-b1a7-db8f7e77066a,72.16832,,,6.14719,,,,,,,526931a2-70ea-4e3e-8606-04b28f6bdf15,2025-04-29,21:08:41.82,2025-04-29T14:08:41.8294272-07:00,2025-04-29T21:08:41.8294272Z,,v3,,,,"Kakuk, Ryan",1000261681,Right,SAN_BAR1,aad94d96-a524-429d-9c7c-95ee83163e51,56.43031,-110.68789,10.25941,5.43192,2.23208,-20.21596,-2.20349,-2.25159,5.42014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-04-29,14:09:00.00,3,3,"Guerrero, Halen Jaden",1000322720,Right,SAN_BAR1,"Camberg, Aidan",10311235,Left,SAN_BAR1,Undefined,1,Top,0,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,76.23703,-1.174949,-3.353104,1682.098408,259.222306,2:45,5.42591,2.14198,4.25645,-45.58408,6.37154,23.45883,0.50063,0.88402,69.20438,-9.353822,0.734348,0.518785,,,,,,,,,,,,-12.44772,3.94547,-1.80178,50,5.25101,5.44739,-110.15503,-3.95199,-15.08277,22.0962,-27.39334,SAN_BAR1,SAN_BAR1,PershingPark,TeamExclusive,Team,20250429-PershingPark-Private-1,2c2e5780-253e-11f0-b1a7-db8f7e77066a,72.65517,,,7.03265,,,,,,,526931a2-70ea-4e3e-8606-04b28f6bdf15,2025-04-29,21:09:00.00,2025-04-29T14:09:00.0049664-07:00,2025-04-29T21:09:00.0049664Z,,v3,,,,"Kakuk, Ryan",1000261681,Right,SAN_BAR1,8dd027d7-26f0-4f17-97bb-976332a0f6e2,56.24581,-111.40084,11.0481,5.43029,-2.40752,-13.69667,-2.13289,6.29778,-7.54138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
